P	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	1	1	0	0	0	0	0	0	0	0	0	P	P	P	P	P	P	0	0	B_CITATION
Office	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	1	0	0	0	0	0	0	0	0	0	O	Of	Off	ice	ce	e	0	0	O
cantonal	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	c	ca	can	nal	al	l	0	0	O
genevois	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	g	ge	gen	ois	is	s	0	0	O
des	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
personnes	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	p	pe	per	nes	es	s	0	0	O
agees	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	a	ag	age	ees	es	s	0	0	O
(	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
ci-apres	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	c	ci	ci-	res	es	s	0	0	O
:	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	:	:	:	:	:	:	0	0	O
OCPA	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	1	1	0	0	0	0	0	0	0	0	0	O	OC	OCP	CPA	PA	A	0	0	O
)	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	1	1	0	0	0	0	0	0	)	)	)	)	)	)	0	0	O
une	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	u	un	une	une	ne	e	0	0	O
demande	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	d	de	dem	nde	de	e	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
prestations	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	ons	ns	s	0	0	O
complementaires	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	15	0	0	0	0	0	0	0	0	0	0	0	c	co	com	res	es	s	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
assurance-vieillesse	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	20	0	0	0	0	0	0	0	0	0	0	0	a	as	ass	sse	se	e	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
survivants	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	s	su	sur	nts	ts	s	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
invalidite	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	i	in	inv	ite	te	e	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

Par	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	1	0	0	0	0	0	0	0	0	0	P	Pa	Par	Par	ar	r	0	0	O
decision	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	ion	on	n	0	0	O
du	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	1	0	0	1	0	d	du	du	du	du	u	0	0	O
11	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	1	0	0	0	0	0	1	11	11	11	11	1	0	0	O
aout	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	a	ao	aou	out	ut	t	0	0	O
2000	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	1	0	0	0	0	0	2	20	200	000	00	0	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
decision	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	ion	on	n	0	0	O
sur	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
reclamation	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	r	re	rec	ion	on	n	0	0	O
du	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	1	0	0	1	0	d	du	du	du	du	u	0	0	O
16	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	1	0	0	0	0	0	1	16	16	16	16	6	0	0	O
aout	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	a	ao	aou	out	ut	t	0	0	O
2001	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	1	0	0	0	0	0	2	20	200	001	01	1	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
OCPA	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	1	1	0	0	0	0	0	0	0	0	0	O	OC	OCP	CPA	PA	A	0	0	O
rejeta	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	r	re	rej	eta	ta	a	0	0	O
cette	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	c	ce	cet	tte	te	e	0	0	O
demande	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	d	de	dem	nde	de	e	0	0	O
pour	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	po	pou	our	ur	r	0	0	O
les	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
annees	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	a	an	ann	ees	es	s	0	0	O
1999	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	1	0	0	0	0	0	1	19	199	999	99	9	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
2000	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	1	0	0	0	0	0	2	20	200	000	00	0	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
au	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	a	au	au	au	au	u	0	0	O
motif	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	m	mo	mot	tif	if	f	0	0	O
que	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	q	qu	que	que	ue	e	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
assure	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	6	0	0	0	0	0	0	0	0	0	0	0	a	as	ass	ure	re	e	0	0	O
disposait	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	d	di	dis	ait	it	t	0	0	O
d	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
une	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	u	un	une	une	ne	e	0	0	O
fortune	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	f	fo	for	une	ne	e	0	0	O
excluant	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	e	ex	exc	ant	nt	t	0	0	O
le	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	le	le	le	le	e	0	0	O
droit	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	1	0	d	dr	dro	oit	it	t	0	0	O
aux	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	a	au	aux	aux	ux	x	0	0	O
prestations	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	ons	ns	s	0	0	O
demandees	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	d	de	dem	ees	es	s	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

Ces	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	1	0	0	0	0	0	0	0	0	0	C	Ce	Ces	Ces	es	s	0	0	O
decisions	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	ons	ns	s	0	0	O
se	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	0	0	s	se	se	se	se	e	0	0	O
referaient	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	r	re	ref	ent	nt	t	0	0	O
aux	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	a	au	aux	aux	ux	x	0	0	O
dispositions	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	12	0	0	0	0	0	0	0	0	0	0	0	d	di	dis	ons	ns	s	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
la	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
loi	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	lo	loi	loi	oi	i	0	0	O
federale	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	f	fe	fed	ale	le	e	0	0	O
sur	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
les	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
prestations	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	ons	ns	s	0	0	O
complementaires	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	15	0	0	0	0	0	0	0	0	0	0	0	c	co	com	res	es	s	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
AVS	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	1	1	0	0	0	0	0	0	0	0	0	A	AV	AVS	AVS	VS	S	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
AI	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	1	1	0	0	0	0	0	0	1	0	0	A	AI	AI	AI	AI	I	0	0	O
(	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
LPC	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	1	1	0	0	0	0	0	0	0	1	0	L	LP	LPC	LPC	PC	C	0	0	B_CITATION
)	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	1	1	0	0	0	0	0	0	)	)	)	)	)	)	0	0	I_CITATION
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
d	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
une	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	0	0	u	un	une	une	ne	e	0	0	O
part	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	pa	par	art	rt	t	0	0	O
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
la	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
loi	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	lo	loi	loi	oi	i	0	0	O
cantonale	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	c	ca	can	ale	le	e	0	0	O
genevoise	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	9	0	0	0	0	0	0	0	0	0	0	0	g	ge	gen	ise	se	e	0	0	O
sur	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
les	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
prestations	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	11	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	ons	ns	s	0	0	O
complementaires	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	15	0	0	0	0	0	0	0	0	0	0	0	c	co	com	res	es	s	0	0	O
cantonales	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	c	ca	can	les	es	s	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
AVS	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	1	1	0	0	0	0	0	0	0	0	0	A	AV	AVS	AVS	VS	S	0	0	O
et	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
a	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
AI	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	1	1	0	0	0	0	0	0	1	0	0	A	AI	AI	AI	AI	I	0	0	O
(	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
LPCC	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	1	1	0	0	0	0	0	0	0	1	0	L	LP	LPC	PCC	CC	C	0	0	B_CITATION
)	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	1	1	0	0	0	0	0	0	)	)	)	)	)	)	0	0	I_CITATION
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
d	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
autre	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	0	0	a	au	aut	tre	re	e	0	0	O
part	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	4	0	0	0	0	0	0	0	0	0	0	0	p	pa	par	art	rt	t	0	0	O
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

1.Selon	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	1	0	0	0	0	0	1	1.	1.S	lon	on	n	0	0	O
l	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
art	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	B_CITATION
.	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	I_CITATION
128	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	1	0	0	0	0	0	1	12	128	128	28	8	0	0	I_CITATION
OJ	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	1	1	0	0	0	0	0	0	0	1	0	O	OJ	OJ	OJ	OJ	J	0	0	I_CITATION
,	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION
le	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	le	le	le	le	e	0	0	O
Tribunal	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	1	0	0	0	0	0	0	0	0	0	T	Tr	Tri	nal	al	l	0	0	O
federal	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	f	fe	fed	ral	al	l	0	0	O
des	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
assurances	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	10	0	0	0	0	0	0	0	0	0	0	0	a	as	ass	ces	es	s	0	0	O
connait	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	c	co	con	ait	it	t	0	0	O
en	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	en	en	en	en	n	0	0	O
derniere	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	der	ere	re	e	0	0	O
instance	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	8	0	0	0	0	0	0	0	0	0	0	0	i	in	ins	nce	ce	e	0	0	O
des	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
recours	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	7	0	0	0	0	0	0	0	0	0	0	0	r	re	rec	urs	rs	s	0	0	O
de	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
droit	0a56f5a9-e57f-4370-9c3d-0c5fd86cf339.txt	5	0	0	0	0	0	0	0	0	0	1	0	d	dr	dro	oit	it	t	0	0	O
