D-5477/2012	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	11	1	1	0	0	0	1	0	0	0	0	0	D	D-	D-5	012	12	2	0	0	B_CITATION
Tribunal	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	8	0	1	0	0	0	0	0	0	0	0	0	T	Tr	Tri	nal	al	l	0	0	O
administratif	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	13	0	0	0	0	0	0	0	0	0	0	0	a	ad	adm	tif	if	f	0	0	O
federal	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	f	fe	fed	ral	al	l	0	0	O
(	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
LTAF	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	1	1	0	0	0	0	0	0	0	1	0	L	LT	LTA	TAF	AF	F	0	0	B_CITATION
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION
RS	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	1	1	0	0	0	0	0	0	1	0	0	R	RS	RS	RS	RS	S	0	0	O
173.32	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	1	0	0	0	0	0	1	17	173	.32	32	2	0	0	O
)	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	1	1	0	0	0	0	0	0	)	)	)	)	)	)	0	0	O
et	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
sous	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	0	0	0	0	0	0	0	0	0	0	s	so	sou	ous	us	s	0	0	O
reserve	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	r	re	res	rve	ve	e	0	0	O
des	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
exceptions	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	10	0	0	0	0	0	0	0	0	0	0	0	e	ex	exc	ons	ns	s	0	0	O
prevues	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	p	pr	pre	ues	es	s	0	0	O
a	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
art	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	B_CITATION
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	I_CITATION
32	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	1	0	0	0	0	0	3	32	32	32	32	2	0	0	I_CITATION
LTAF	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	1	1	0	0	0	0	0	0	0	1	0	L	LT	LTA	TAF	AF	F	0	0	I_CITATION
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION
le	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	le	le	le	le	e	0	0	O
Tribunal	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	8	0	1	0	0	0	0	0	0	0	0	0	T	Tr	Tri	nal	al	l	0	0	O
administratif	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	13	0	0	0	0	0	0	0	0	0	0	0	a	ad	adm	tif	if	f	0	0	O
federal	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	f	fe	fed	ral	al	l	0	0	O
connait	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	c	co	con	ait	it	t	0	0	O
des	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
recours	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	r	re	rec	urs	rs	s	0	0	O
contre	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	0	0	0	0	0	0	c	co	con	tre	re	e	0	0	O
les	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
decisions	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	9	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	ons	ns	s	0	0	O
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
au	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	0	0	a	au	au	au	au	u	0	0	O
sens	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	0	0	0	0	0	0	0	0	0	0	s	se	sen	ens	ns	s	0	0	O
de	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
l	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
art	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	O
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O

5	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	1	0	0	0	0	0	5	5	5	5	5	5	0	0	O
de	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
la	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
loi	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	lo	loi	loi	oi	i	0	0	O
federale	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	8	0	0	0	0	0	0	0	0	0	0	0	f	fe	fed	ale	le	e	0	0	O
du	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	1	0	0	1	0	d	du	du	du	du	u	0	0	O
20	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	1	0	0	0	0	0	2	20	20	20	20	0	0	0	O
decembre	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	8	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	bre	re	e	0	0	O
1968	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	0	0	0	0	1	0	0	0	0	0	1	19	196	968	68	8	0	0	O
sur	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
la	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
procedure	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	9	0	0	0	0	0	0	1	0	0	0	0	p	pr	pro	ure	re	e	0	0	O
administrative	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	14	0	0	0	0	0	0	0	0	0	0	0	a	ad	adm	ive	ve	e	0	0	O
(	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
PA	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	1	1	0	0	0	0	0	0	0	1	0	P	PA	PA	PA	PA	A	0	0	B_CITATION
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION
RS	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	1	1	0	0	0	0	0	0	1	0	0	R	RS	RS	RS	RS	S	0	0	O
172.021	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	1	0	0	0	0	0	1	17	172	021	21	1	0	0	O
)	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	1	1	0	0	0	0	0	0	)	)	)	)	)	)	0	0	O
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O
prises	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	0	0	0	0	0	0	p	pr	pri	ses	es	s	0	0	O
par	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	p	pa	par	par	ar	r	0	0	O
les	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
autorites	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	9	0	0	0	0	0	0	0	0	0	0	0	a	au	aut	tes	es	s	0	0	O
mentionnees	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	11	0	0	0	0	0	0	0	0	0	0	0	m	me	men	ees	es	s	0	0	O
a	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	a	a	a	a	a	a	0	0	O
l	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
art	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	B_CITATION
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	I_CITATION
33	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	1	0	0	0	0	0	3	33	33	33	33	3	0	0	I_CITATION
LTAF	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	1	1	0	0	0	0	0	0	0	1	0	L	LT	LTA	TAF	AF	F	0	0	I_CITATION
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION

qu	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	0	0	q	qu	qu	qu	qu	u	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
en	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	en	en	en	en	n	0	0	O
particulier	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	11	0	0	0	0	0	0	0	0	0	0	0	p	pa	par	ier	er	r	0	0	O
le	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	le	le	le	le	e	0	0	O
Tribunal	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	8	0	1	0	0	0	0	0	0	0	0	0	T	Tr	Tri	nal	al	l	0	0	O
administratif	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	13	0	0	0	0	0	0	0	0	0	0	0	a	ad	adm	tif	if	f	0	0	O
federal	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	f	fe	fed	ral	al	l	0	0	O
statue	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	0	0	0	0	0	0	s	st	sta	tue	ue	e	0	0	O
sur	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
les	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
recours	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	r	re	rec	urs	rs	s	0	0	O
formes	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	0	0	0	0	0	0	f	fo	for	mes	es	s	0	0	O
contre	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	0	0	0	0	0	0	c	co	con	tre	re	e	0	0	O
les	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
decisions	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	9	0	0	0	0	0	0	0	0	0	0	0	d	de	dec	ons	ns	s	0	0	O
incidentes	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	10	0	0	0	0	0	0	0	0	0	0	0	i	in	inc	tes	es	s	0	0	O
rendues	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	1	0	0	0	0	r	re	ren	ues	es	s	0	0	O
par	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	p	pa	par	par	ar	r	0	0	O
l	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
ODM	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	1	1	0	0	0	0	0	0	0	0	0	O	OD	ODM	ODM	DM	M	0	0	O
en	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	en	en	en	en	n	0	0	O
matiere	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	7	0	0	0	0	0	0	0	0	0	0	0	m	ma	mat	ere	re	e	0	0	O
d	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
attribution	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	11	0	0	0	0	0	0	0	0	0	0	0	a	at	att	ion	on	n	0	0	O
cantonale	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	9	0	0	0	0	0	0	0	0	0	0	0	c	ca	can	ale	le	e	0	0	O
des	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	d	de	des	des	es	s	0	0	O
demandeurs	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	10	0	0	0	0	0	0	0	0	0	0	0	d	de	dem	urs	rs	s	0	0	O
d	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
asile	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	5	0	0	0	0	0	0	0	0	0	0	0	a	as	asi	ile	le	e	0	0	O
(	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	1	0	0	0	0	0	0	0	0	(	(	(	(	(	(	0	0	O
cf	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	c	cf	cf	cf	cf	f	0	0	O
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O
art	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	B_CITATION
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	I_CITATION
33	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	1	0	0	0	0	0	3	33	33	33	33	3	0	0	I_CITATION
let	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	let	let	et	t	0	0	I_CITATION
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	I_CITATION

d	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	d	d	d	d	d	d	0	0	I_CITATION
LTAF	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	1	1	0	0	0	0	0	0	0	1	0	L	LT	LTA	TAF	AF	F	0	0	I_CITATION
et	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	I_CITATION
art	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	O
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O
105	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	1	0	0	0	0	0	1	10	105	105	05	5	0	0	O
de	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	d	de	de	de	de	e	0	0	O
la	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	l	la	la	la	la	a	0	0	O
loi	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	lo	loi	loi	oi	i	0	0	O
sur	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	s	su	sur	sur	ur	r	0	0	O
l	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	l	l	l	l	l	l	0	0	O
'	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	'	'	'	'	'	'	0	0	O
asile	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	5	0	0	0	0	0	0	0	0	0	0	0	a	as	asi	ile	le	e	0	0	O
du	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	1	0	0	1	0	d	du	du	du	du	u	0	0	O
26	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	1	0	0	0	0	0	2	26	26	26	26	6	0	0	O
juin	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	0	0	0	0	0	0	0	0	1	1	j	ju	jui	uin	in	n	0	0	O
1998	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	0	0	0	0	1	0	0	0	0	0	1	19	199	998	98	8	0	0	O
[	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	[	[	[	[	[	[	0	0	O
LAsi	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	1	0	0	0	0	0	0	0	1	0	L	LA	LAs	Asi	si	i	0	0	B_CITATION
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	I_CITATION
RS	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	1	1	0	0	0	0	0	0	1	0	0	R	RS	RS	RS	RS	S	0	0	O
142.31	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	6	0	0	0	0	0	1	0	0	0	0	0	1	14	142	.31	31	1	0	0	O
]	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	]	]	]	]	]	]	0	0	O
en	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	en	en	en	en	n	0	0	O
relation	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	8	0	0	0	0	0	0	0	0	0	0	0	r	re	rel	ion	on	n	0	0	O
avec	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	0	0	0	0	0	0	0	0	0	0	a	av	ave	vec	ec	c	0	0	O
les	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	l	le	les	les	es	s	0	0	O
art	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	0	0	0	0	1	0	a	ar	art	art	rt	t	0	0	O
.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	1	0	0	0	0	0	0	.	.	.	.	.	.	0	0	O
27	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	1	0	0	0	0	0	2	27	27	27	27	7	0	0	O
al.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	1	0	0	0	0	1	0	a	al	al.	al.	l.	.	0	0	O
3	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	1	0	0	0	0	0	3	3	3	3	3	3	0	0	O
et	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	0	0	0	0	0	1	0	e	et	et	et	et	t	0	0	O
107	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	0	1	0	0	0	0	0	1	10	107	107	07	7	0	0	O
al.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	3	0	0	0	0	1	0	0	0	0	1	0	a	al	al.	al.	l.	.	0	0	O
1	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	O
i.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	1	0	0	0	0	0	0	i	i.	i.	i.	i.	.	0	0	O
f.	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	2	0	0	0	0	1	0	1	0	0	0	0	f	f.	f.	f.	f.	.	0	0	O
LAsi	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	4	0	1	0	0	0	0	0	0	0	1	0	L	LA	LAs	Asi	si	i	0	0	B_CITATION
)	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	1	1	0	0	0	0	0	0	)	)	)	)	)	)	0	0	I_CITATION
,	0a2f1454-1884-49e3-b072-0c1ee4cbcf93.txt	1	0	0	0	0	0	0	0	0	0	0	0	,	,	,	,	,	,	0	0	O

